playcounts,name,fav,introduce,director,step,actor
,异星寻爱记,,简介：一部科幻逗比大电影，讲述了外星人马达来地球寻找“真爱”能量，偶遇卖唱歌手刘飞，从而上演了一次既爆笑又温馨的地球“寻爱”之旅，并且最终寻找到自己所需能量，帮助刘飞历经迷途找到“真爱”的故事,朱鹏飞,,"赵毅劼,张丰驿,付柔美琦,陈婧"
,乌龙小方丈,,简介：本片讲述了屌丝秦风玄幻之旅。当下社会充斥着浮躁，压力，无奈，片中的主角秦风就是一个缩影，在房东的逼迫下，秦风离开了，偶然的契机，秦风卷入了一场争夺舍利之战，竟荣升为寺院方丈，法号寂寞。残破的寺院仅有三人，明虚，净尘，净圆。秦风经历了逃跑失败，女间谍入寺等一系列搞笑荒诞的事，同时也加深了对两个先和尚的感情，最后带领小和尚，抗击外敌，保卫舍利，一场正义之战即将开始…………,王法,,陶辉
,买龙拍凶,,简介：张毛因与老大的马子丽莎偷情差点丢了性命。另一边，做着明星梦的群众演员肖龙在拍僵尸抗日神剧时，遇到了被黑帮逐出的张毛。张毛突发奇想，设下了一个诡异的骗局，利用肖龙的功夫帮助自己夺回失去的一切。而做着明星梦的肖龙却不知不觉卷入了黑帮内部的残酷争斗之中，甚至他的助理小琪也被黑帮绑架，并且危在旦夕。这些各自追求着梦想的逗比们上演了一出悬疑紧张却又爆笑的好戏。,何所思,,"肖皓天,吴方,张东,刘霖,莫小错"
,丧尸来袭：异种禁区,,简介：末日世界里，一支联合国 101救援部队奉命搜寻幸存者，不料深入险境，陷入迷途，遭遇变异丧尸群的围攻，在与丧尸的突围战斗中，队员们发现了反派势力的阴谋和秘密。,香伟强,,"唐子健,马海宁,宋海宁"
,青春喂了狗,,"简介：影片讲述了讲述了时隔十二年后，女主人公陆妍对青春岁月以及那些岁月里陪伴她的姐妹们的无比怀念，借由姐妹之一的夏小小的婚礼，与当年的其他姐妹重聚的故事。录制婚礼VCR时四姐妹都假装矜持道貌岸然，但随着主角陆妍的深入回忆,通过好姐妹帮忙疯狂追初恋时囧态百出接连失败，与最强情敌“杀马特天团”对战等一系列状况后，每个人癫狂的一面显露无余，姐妹间的友谊也进一步加固。经历了成年后的生活压力后，几位美女放下矜持，在好姐妹的婚礼上跳了一场劲爆的钢管舞，重燃青春时的活力....",欧谭凯,,"何蓝,关畅,杨青竹,徐千京"
,神机侠盗,,简介：因为一幅意外得到的名画，使四个无所事事的年轻人卷入一波又一波的突发事件中，不断地在众目睽睽之下经历偷天换日的布局。这对他们来说究竟是好事还是灾难？但是他们坚信，心怀梦想，出头有日。,王天乐,,"朱嘉琦,田松,李倩,徐立可"
,降龙传说,,简介：远古时期，大禹制服恶龙并将他封印在藏龙涧中，恶龙为了能重见天日，将自己的毕生修为化作三颗龙珠。待封印法力减弱之时，聚集三颗龙珠便可破解封印，重返人间，继续作恶。历川和龙渊无意中获得龙珠，设下陷阱被引来到历山，面对恐怖的恶龙。,张延斌,,"王伊,潘时七,贺刚,李菁"
,二货兄弟,,简介：黑哥与满哪黑、遥哪黑是从小一起长大的好兄弟。三个人是名副其实的城市混混。又因为三个人一个比一个傻，闹出不少笑话。他们从电视上看到一个真人秀的节目《创意者》，参加节目只要能成功，就可以获得一百万奖金。黑哥羡慕不已，于是夸下海口要带着两个兄弟上节目，拿百万奖金。在上电视台的过程中，曾遇到过天上掉馅饼的好事。也有被骗的身无分文的时候，有过爱的收获，也曾被情所伤。更遇到过兄弟情意和前途的两难选择。即是小人物的搞笑故事，也是关于兄弟情意的严酷拷问。城市中混混的人生缩影，也是大梦想家的内心展望,武君,,"尚桢,孙明文,张大龙,张潮,由力,陈市,臧小萱,武君"
,占星惊魂,,简介：霉运缠身的孙颖算了一次卦，算命先生说她在七天之后会有血光之灾，将信将疑的孙颖在接连遇到了算命先生言中的一连串惊悚突发事件后，她相信了算命先生所言，向其求救。然而，在算命先生帮孙颖一个接一个化解劫难的时候，孙颖却发现对方别有目的，企图谋财害命，在一番斗智斗勇后，孙颖幸免于难，可当大难不死的孙颖刚刚松了一口气，更加恐怖的事情发生了。,李维劼,,"宋飞,辛一,薛小冉,周子诺"
,雏女初心,,简介：孤身进城的张筱雨投奔青梅竹马的男友杨大海，被其骗去身上所有钱财落得流浪街头下场。在咖啡店处邂逅风情万种的陈艳妮，得到其帮助收留。陈艳妮带着张筱雨一起去会所，将张筱雨介绍给自己的熟客万总，希望万总帮助张筱雨找工作。万总误会张筱雨是会所的服务员，二人发生误会，张筱雨扇了万总一巴掌。离开包厢的张筱雨在会所走廊再次遇见青梅竹马杨大海，明了一切的张筱雨失望的跑出会所……,元子,,"陈强生,陈岚,韩雪"
,奇门遁甲,,简介：张天雷只是某公司一个吊儿郎当的最差员工，因从小受爷爷熏陶研习周易八卦河图，平时看看面相研究风水就算了，不料竟是河图一族数千年来的传人，但他自己并不知道。一次无意中泄露河图术法，被高冷美艳的洛书一族传人马青青发现，并汇报给一直寻找河图的爷爷，马老爷子大喜过望，先是安排孙女设局摆阵确认。好色的张天雷毫不犹豫就入了圈套，冥冥之中的缘分让两个传人终于走到一起，可惜却是彼此对决，一个理论丰富经验不足，一个经验丰富法力不足，最终张天雷获胜，惊讶的知道了河图洛书真相和自己背负着的重任，还跟马青青产生了割舍不断的情愫。而马老爷子确认张天雷的身份后，又安排孙女去对付他，趁孙女落败之时，阴狠的马老爷子终于出手，全是邪术禁术，张天雷自然不敌，还获得了河图残卷，差点儿把封印在其中的上古力量解封。危难时刻，马青青大义灭亲，联合张天雷一起对付爷爷，天资甚高的张天雷结合爷爷遗物里的河图最后三章，终于打败了马老爷子，并把上古力量重新封印。本以为一切风平浪静，却不料马老爷子只是邪恶的茅山道士的傀儡，而真正的幕后黑手才刚刚露出真面目……,林森,,"王宇泽,刘熙,王晓莎莎,杨宝心"
,北上征服老板,,简介：街头摆地摊的侦探周星吹，他的声音，表情和行为像极了周星驰，却沦落到在街边摆摊接活。一次周星吹偶遇一美艳女子，美艳女子要求周星吹帮其捉奸丈夫，却不料周星吹发现被捉奸的女子竟然是自己的老婆，周星吹为了报复，不择手段，却又发现背后潜藏这更大的秘密,李甲,,"张世玉,吴晴"
,天使驾到之一夜精喜,,简介：几盒被扎了眼儿的安全套给三组不同人物的命运造成了极大的转变。已有一子的普通家庭要面临最现实的经济压力而烦恼是否应该要二胎。一心打拼事业的外企女金领，不想因为孩子毁了自己的大好前程，却因为突然怀孕引发了激烈的家庭矛盾。成天游手好闲以约妹子为乐的富二代只贪图享乐，从来不考虑责任问题，怀孕问题让他露出无耻嘴脸。突如其来的意外怀孕让他们不得不重新审视和思考未来的生活，而最终他们在天使的指引下做出了正确的选择。,吴钦,,"郭月,高一炜,高伟,王晓东,倪青"
,绝色追击,,简介：陈聪是一名身手敏捷、爱耍滑头的摩托车店店员，平时爱偷懒好调戏小女生，家里也一直着急给他找个女朋友。一次无意间出手相救了野蛮任性却正义漂亮的富家女杨琪，但也因此陷入一场环环相扣的绑架疑云！公正严明的韩队长为了破获此案，多次与陈聪激烈交手。期间几波人闹出许多啼笑皆非的笑话，伴随着杨琪也被绑架使得案情水落石出，紧要关头陈聪与队长并肩作战。,"张卫,白洁",,"白洁,高宁宁"
,艳战风云,,简介：两个美少女组合参加一场大型选拔比赛最后平局胜出，却偶然发现各个组合的队长有同一个男朋友。两人虽然毅然甩掉了渣男，但为了争夺唯一一个签约大公司当练习生的机会，也为了赌一口气，在接下来的加赛中用尽手段。却不知其行为都被公司老总看在眼里，悄悄安排了一场现实残酷的试炼。,卫捷,,"孟姿彤,闫歌,边琪琪,宋萧妤,何卓恩,王多多,闫鹿杨,石晨,郭婉冬"
,地球上最后一只僵尸,,简介：未来世界，地球暴发僵尸危机，危难过后，有一只叫叶良的僵尸存活了下来。叶良写网络小说，引起了了女高中生小缘的注意，小缘来到叶良的住所，两人发生了一系列啼笑皆非的事情，但没过多久，猎杀小队注意到了叶良的存在，他们绑架了小缘以此要挟叶良，叶良为救小缘，和猎杀小队展开了殊死搏斗。,郑睿,,"林杉,刘子瑜,叶硕,杨鑫,曹祁元"
,猛男计划,,简介：游戏职业玩家萧强误闯进瑜伽馆邂逅女神许茜。为了和女神近距离接触，萧强和小胖进入瑜伽馆一起学习。之后许茜的男友冯达出现约许茜晚上在酒吧开生日PARTY并欲迷奸许茜。萧强英雄救美，被许茜带回家擦药酒，却被许茜性感的身材点燃欲火，可萧强却落荒而逃，因自卑不敢再见许茜。为了拯救萎靡不正的萧强，小胖勇敢站出，拉来自己的姐姐团，酒吧老板蓝梦，COS女神可欣，柔道美女雅雅，前来帮忙。针对萧强的病因，制定了一项名为“猛男计划”的方案。,马相如,,"李恒建,汪素韵"
,铁臂侠,,简介：《铁臂侠》堪称《铁臂阿童木》与《钢铁侠》的结合之作，集科幻、动作、爱情、励志等多个元素于一体，主要讲述了一位退役拳王从平凡修车工变成英雄的故事。在震撼的特效，动作和剧情之外，向观众传达出爱与善的希望。,兰城序,,"颜敬杰,金东黎,天津喜哥"
,官人别闹,,简介：都市女白领潘金莲是典型的土肥圆，爱情事业双失意。某天她得到了一条神奇的手链，一觉醒来后竟然发现自己回到了古代，成为了婀娜多姿、年轻貌美的潘金莲，而爱慕已久的公司总裁成为了西门庆。贪财无义的老虞婆来上门蛊惑？扫她出去！丁头三寸的正直大郎不是真爱？休了何妨！高大帅气的西门官人动了真情？收了正好！且看善良、独立的现代金莲穿回古代，执着追爱。,冯靖乔,,"葛玟希,张涵,刘岗,曾楚雄,陈毅飞"
,九尾猫·仙逆,,简介：相传世间凡有七窍者即可修炼成仙，猫修炼成仙的条件就是长出九条尾巴。毛毛已经是只八尾猫，她在人间修炼千年，依然未能长出第九条尾巴。狼妖晶晶即将修炼成魔之际被八尾猫打断修行，狼妖怀恨在心伺机报复。有着狼族高贵血统的程佳楠正是八尾猫苦苦寻找的主人的后世，经老祖指点，八尾猫再次来到人间，一切因果只在一念之间……,吴春莲,,"张颖颖,王烁,王宇威"
,食神归来2016,,简介：阿圣天生是个吃货，从小在山上长大，跟着世外高人学得一身武艺。但他对打架完全不在行，却对吃有着极高的天赋。在山上学艺十几年，阿圣几乎把能吃的都吃光了，搞得师父总是饿肚子。师父不得已，以“维护世界和平”为名，把阿圣骗下山。,王乐超,,马翼
,我的白富美女友,,简介：修车工车永杰试驾客户的法拉利时误伤离家出走的富家女傅语薇，将她送到医院。傅语薇不想暴露身份，便谎称自己是个外来打工妹。车永杰见傅语薇颜值较高，前凸后翘，又号称身无分文无家可归，便继续假装富二代，把她收留到朋友的别墅里。在接触中，傅语薇逐渐喜欢上了这个帅气“有钱的富二代”，车永杰也爱上了这个“穷困潦倒”的打工妹。两个人，为了维系一个谎言，而又不得不编造出更多的谎言。在一系列的性感的阴差阳错的笑料中，两人身份被揭露，由谎言维系的爱情，会继续走下去吗？,郎宏伟,,"王超伟,李雪"
,灵魂快递之死神到来,,简介：作为死神使者的小五，以送达灵魂快递的形式，负责收取将死之人灵魂，一旦出现，厄运将会降临。然而有一天，小五却收到了自己爱人沐子的灵魂快递，早知道真相的小五为了拯救沐子决定违背自己使命，逆天改命，然而命运真能如此轻易去更改吗？死神能如此轻易被骗过去吗？沐子能否逃脱死神的降临，谁又将会是下一个死亡之人，更多迷情，更多惊悚，敬请期待！,梁小戈,,"李星,劳忠贤,何玲玉"
,那些年唐伯虎追的女票,,简介：唐伯虎时年十六岁，与祝枝山、文征明、徐祯卿三位才俊最有共同语言。情窦初开的四人同时喜欢上一个叫徐湘宜的青春可人女孩，四人纷纷使出浑身绝学向徐湘宜抛出橄榄枝，唐伯虎除了递赠配以诗画结合的情诗，另将自己别出心裁的小发明赠与佳人以博芳心。,刘存明,,"赵明莉,王晓庆,姜泉伊,黄子耀,陈子婕,郑茜,屈刚"
,盗墓狐狸1盲画美女图,,简介：盗墓贼潜入古墓偷回一幅西域美女图，画上火辣的西域美女突变厉鬼将盗墓贼生吞活剥……侦探恭飖汐与女助手慕容淘气找到恐怖墓穴，发现一堵骷髅墙上浮现出诡异的美女图。画上古代美女之前就出现在恭飖汐的噩梦里……恭飖汐为侦破鬼案，从古墓带回几幅美女图。深夜，古画上的唐朝美女突然出现在面前，容貌竟与慕容淘气一模一样……在与画中冤魂的人鬼奇恋中，恭飖汐侦破美女图凶案背后隐藏的骇人黑幕……,马上,,"姚开广,刘芮侨"
,新僵尸道长,,简介：在明国初期的小镇上，茅山道长九叔在镇上经营伏羲堂，率领弟子秋生以斩妖除魔为己任，保一方安宁。在一次除魔中，秋生的妻子不幸遇害，万分痛苦的秋生在夜间见到了妻子的鬼魂。秋生深爱妻子，不介意她是人或鬼，仍然愿意与她长相厮守。九叔知情后震怒，以人鬼殊途为由将两人拆散。郁郁寡欢的秋生借酒浇愁，却不知僵尸正向他袭来……,梁家俊,,"风妖,石宇霆,肖茜"
,美女住客,,简介：一名花花公子摊上债务，将主意打到带着传世珍宝回国进行拍卖的女朋友身上，不料宝贝也被其他坏人盯上，为此各路势力展开了针锋相对、尔虞我诈的争夺战。最终宝贝能否完璧归赵呢？面对宝物明争暗斗的各路“英雄”，归宿和结局如何呢？富家女的善心又能否被成全呢？,任德勇,,"任德勇,睿熙,龚喜,茹茹,高志刚,刘天朋"
,鬼门遗孤,,简介：相传华夏医术分为五大门派，中医门／蒙医门／藏医门／苗医门和鬼医门，五大医门都有自家独到的医术。其中，鬼医门最为神秘，传有天师张道陵所创之“鬼门十三针”针法。各大医门一直井水不犯河水，各行其道，直到鬼门圣物“阴阳五行针”重现于鬼医世家，武林中掀起腥风血雨，鬼医门张天峻全家遭到灭门屠杀。直到二十年后，马鞍山中千年道观名曰“三德”，生活着奇葩师徒二人，时常下山解决些“诡异”的事情。翌日，正逢乾卦鼎盛，漫天飘雪顿时无影无踪…,薛力鸣,,"张璐,高艺源,李泽峰,赵家本"
,美人鱼前传,,简介：美丽的渔村有一个天生憨傻的村民，他叫小伍。一转眼小伍20出头了，依然只有十岁孩子的智商。黑帮老大彪哥的出现让这个原本安居乐业的渔村从此鸡犬不宁，因为他们认为小伍无意间发现了他们的秘密，他们企图杀人灭口。这时，一位穿着旗袍的神秘女子的出现了，原来她就是美丽的人鱼公主小鱼，她是来救她的救命恩人小五和他的村子的。美人鱼姐妹们化成人样，人鱼公主救人心切，却被挟持。彪哥欲故技重施，企图把他们二人扔到海里灭口。彪哥的行为终于惹怒了美人鱼和村民们...渔村的这场风波最后将如何结束？渔村的最后命运会是如何？小鱼和小五又将何去何从？,杨木生,,"梁向阳,吴侑霓,王荣荣,林金聪,孟凡禹,楚戈,孙子言"
,猛尸镇,,简介：电影《猛尸镇》讲述了四个年轻人带着各自的目的，误入怪奇小镇，遭到各路妖魔鬼怪追杀。这个过程中，他们逐渐了解到小镇隐藏的诸多秘密：二战时期的恐怖实验，暗物质卫星Dampe接收到的神秘信号，以量子纠缠态存在的除妖道士……在各种疯狂的杀戮之下，最后到底谁能逃出生天？,李会,,"张艺源,刘凌薇,石阿奇"
,女性日记,,简介：由互联网电影集团星图传媒发行，这是一部反映人情、人性，展示法制观、道徳观、弘扬正能量的网络电影。通过一个性咨询师的视角，讲述了三个小故事：某公司白领金玉，在别人眼里是一个被幸福青睐的女人，她的一切都是优越的。但性却总是得不到满足，终于有一天她遇见了梦中情人，她满足了，但却掉进了人生的《地洞》。15岁的少女为給患癌症的妈妈治病，想尽办法，但钱仍旧不够，她决定用处女身来換取。一天下午，她迈着忐忑的脚步走进宾馆。60岁的杨艳芬老人和身患疾病的小孙女相依为命。为能走出困境，她捡破烂、打工，但都不能解决燃眉之急。于是，她走进了中老年性交易场所。,陈钟强,,"田宁,李潼佳,刘冯合欢,魏丽萍,苑莹娜"
,我的世界,,简介：若冰放弃一切来到N市投奔杨凡，不料却遭到抛弃，于是她孤独地活在这个城市，一次在酒吧邂逅了同样遭到女友抛弃的大学生李楠，两人在心理和生理上相互慰籍着。,谷剑,,"谷剑,伍明锋,罗冰"
,山炮战土豪,,简介：影片讲述农村来城里打拼的山炮胡莱，看到北京城里的一切都是陌生的，在好奇心的驱使下干了许多奇葩事，在四处碰壁后又遭到乞丐的打击，给他两元钱买彩票，他抱着碰运气的心态买了一张彩票，结果中奖了，可是还没兑奖让小混混黄三金捡到。山炮胡莱在种种挫折之下也没有选择离开北京，遇到好心人指点找工作才遇到捡彩票的小混混黄三金，两人开始了一段奇葩的冏战，笑料十足，两位主人公在囧途中阴差阳错的从人贩子手中救出被绑架的小女孩，可歌可泣。,左一阳,,"孙海洋,李东明"
,赌侠2016,,简介：阿星被裘千仞逐出师门，身无长计只好靠乞讨和骗钱谋生。后来在街边遇到被裘千仞迫害而沦落的赌神，阿星拜赌神为师，习得一身赌技。得知裘千仞色心不改的看中了何雨婷，为了夺回心爱的女人，阿星与裘千仞展开了一场赌桌前的决战……,房映华,,"吕家琛,王朝,胡凯莉"
,老道出山,,简介：古槐村狗子娶妻生子，儿子出生那天，狗子却离奇受伤，最终伤重而死，下葬之际，狗子却突然活过来。自狗子死而复生，村中便开始怪事不断：无论人畜，都莫名其妙被掏空内脏，死状惨不忍睹；狗子爹娘和儿子相继死去，村里冤鬼夜夜哀嚎；狗子媳妇发疯，如行尸走肉般在村里游荡。整个古槐村笼罩着一股阴森恐怖的气息。不久六叔也离奇受伤，几日内便七窍流血而死。唯一通阴阳之人死去，古槐村岌岌可危。山中老道收到六叔临终前发出的求救信息，明知古槐村乃险恶之地，仍毅然出山。,萧钰洪,,"彭京粉,赵邦树,沈鑫,麻安琪,白利卫"
,我不叫潘金莲,,简介：李建强欠孙少刚15万，惨遭绑架。潘金玲为救老公，找安常明借钱，差点遭受安常明潜规则，辛亏及时发现阴谋，逃脱。后来，潘金玲得知安常明欠李建强10万，于是和王小贱向安常明追债。安常明没有钱，但是刘晓春欠安常明15万。安常明带着潘金玲、王小贱向刘晓讨债。刘晓春没有钱，但是张荷芳欠刘晓春16万，于是带领他们向张荷芳讨要。结果发现张荷芳是孙少刚的老婆。钱欠来欠去，发现是个循环欠，可以互相抵消。抵消后发现李建强倒欠安常明5万。安常明开始为难潘金玲。李建刚在绑架的过程中，成功逃脱，开始去寻找朋友，但是意想不到的事情发生了.......,李争朝,,"李韬,天津喜哥,闫传仁,陆超,林美美"
,恋物者,,简介：因为丝袜，他和死了两年的女人有了联系！因为丝袜，他差一点失去了自己的亲生骨肉和女朋友！李成辉和女朋友许佳佳在大城市打拼，有一天一个丝袜美女张楠住进了他们的隔壁，从此激发出李成辉内心深处的丝袜控和恋脚癖倾向。又因为女友的从不打扮以及不穿丝袜和高跟鞋，导致两人感情出现种种问题......,许国坤,,"冯泽雨,章馨月,才娜旺姆,叶剑飞"
,美女直播夜,,简介：人气主播何笑笑是娱乐公司的台柱子，深受经理白宇的器重。为了提高网络点击率，公司重启《今夜有诡》项目并由笑笑主持，笑笑和白宇决定深入到一户“鬼屋”做 节目，却在录制过程中突发了一系列诡怪异常的事，他们在险象环生的调查中揭开了一段尘封千年的凄美爱情故事，而彼此的感情也逐渐升温起来。,陈勋,,"马佳冶,郭鑫,周芮伊,何颖"
,混社会2风云再起,,简介：东帮大哥高坤，势力越发强大，支手遮天，在他的地盘上每天都上演着打黑拳、赌博、吸毒、卖肉的各种地下生意。大庆哥，一个有情有义，做事讲求原则的大哥，手底下有一批敢于把后背交付给对方的兄弟，几年前被高坤逼着退出江湖、金盆洗手，但威望仍在。高坤一直不服大庆，想把大庆彻底取代，设计了各种圈套，打伤大庆的兄弟，并绑架了奶奶，要挟大庆，大庆选择了单刀赴会，上演最后的辉煌……,贾凯,,"文庆,王森"
,美人鱼羊,,简介：鱼羊，一个怀揣着导演梦的北漂女孩，接手的第一个客户就遇到了难缠的家伙，形象要高大，剧情要搞笑，花钱还要省。这也不行那也不行。,熊克朗,,"关日鈊,李佳靓"
,人在酒途,,简介：易直干因为酒认识了大口九和夏水道等一帮朋友，在一次酒场中解救了姑娘毕一萍并和她发展成为情侣。但他同样也因为酒失去了工作，兄弟和爱人因酒相聚，也因酒相离。易直干手握酒杯，清醒和沉醉交替，渐渐的迷失了自己...看点：酒精改变了人的爱情和友情,丁亚,,"高欢庆,郑佳雪,艺强,温东海"
,惊悚片,,简介：扎纸匠，扎彩纸，扎来彩纸祭阴阳！七月半，林先生派保安开车来取纸人，徒弟二人忘记叮嘱来取纸人的保安莫要给纸人点睛。结果没有纸人（引魂童子）带路，横死的林晓琪无法下地府，只得在大厦成为冤魂厉鬼……,王荣,,"应宝麟,王丁宇,许宸玮,李艺,毛毛"
,明日情圣,,简介：在年轻时代，每一个不是舞台中心的年轻人都有过一种梦想，看着自己喜爱的姑娘和完胜自己的男神快乐走在一起，就会想，要是我这么帅该多好啊，要是我这么富该多好啊，我是不是也可以和女神一起这样走在一起呢，这样的人生才是青春吧！！本片就是帮助大家完成一次这个心愿，故事是这样的…刘小北是一个小镇来的普通男青年，很善良，处男，以快递为生，每天遇到形形色色的女人，直到有一天他爱上了一个城市里的姑娘，身边的穷兄弟们都觉得他肯定没有希望，用各种充满负能量的语言打击着刘小北，但是爱情让人盲目，何况一个情感白痴，他尝试着追求她，发生了许多令人啼笑皆非的事情，最后战五渣的泡妞实力果然在高富帅面前一败涂地，心灰意冷，每天找他要烟抽的老乞丐原来是个神仙下凡，三世乞丐，真是做好事要留名啊，乞丐用法力帮他把灵魂附体到了一个高富帅的身上，刘小北自此过上了他梦寐以求奢靡的生活，他用高富帅的身份追女神，顺风顺水，变的很有自信，果然也追到了女神，他很喜欢现在的生活，直到有一场巨大的阴谋的真像付出水面，他才直到，本不属于他的成长经历的人生是多么的残酷，不过，上天有好生之德，最后的结局让刘小北似乎找到了追求姑娘的真谛….,李明,,"焦闪州,邹杨,王晨曦,杨常青"
,僵尸世界,,简介：僵尸与人可以相爱吗？阿荣是尸王的护法，已经修炼出肉身，一百多年前爱上了道士的女儿，让尸王惨死，自己也被打伤了精魄。为了让尸王复活，其余僵尸将阿荣送回一百年前，让他杀死道士和他的女儿。失去记忆的阿荣遇到了曾经的挚爱，他会再次爱上她，还是为了完成任务亲手杀死她？东方版罗密欧与朱丽叶的故事，拉开了序幕……,房映华,,"方言,高子涵,杨骏茗"
,妖人之古墓重生,,简介：《妖人》以世界公认第一部真正意义上的科幻小说《弗兰肯斯坦》精心改编，讲述了一对亲如兄弟的好朋友彭发（鄢子纶）、林涛（邬俊楠）因为深埋已久的情感纠纷导致彭发意外身亡，作为一位在生物学界初具锋芒的林涛，在好朋友彭发意外身亡后，展开的一起疯狂复活行动，妖人应运而生，一场腥风血雨也由此拉开帷幕……,程俊洛,,"鄢子纶,邬俊楠,谭广沙,李佳羽,刘春"
,绝命赌师,,简介：中年大叔破产失意，不料又被查出绝症，绝望之际他决定酒后醉驾，离开这个世界，然而却被一个机车女孩救下，大叔终日酗酒赌博，在机缘巧合之下结识了机车女孩，两个人成为精神上的忘年之恋。大叔年轻时期好赌，生命弥留之际，他希望利用自己的赌术给妻儿留下一笔钱，通过不断的参加各个赌局，大叔赢得的钱越来越多，而精湛的赌术也让女孩对大叔万分崇拜。,兰城序,,"郭祥鹏,傅筱"
,妻子的日记,,简介：男一张辉晚上回到家中，发现家里坐着一名黑衣小偷魏峰，而其前来的目的竟然是要帮张辉杀掉自己的老婆李琳。原来，投资失利后又被情人逼迫离婚的张辉重负不堪，刚好又得知早已没有感情基础的老婆李琳身患绝症，于是便给她购买了一份意外死亡合同，本打死制造一场意外杀掉李琳之后获得巨额保险赔偿，却被黑衣小偷魏峰发现。而魏峰帮助张峰制造意外杀死李琳的条件竟是让张辉也帮忙制造一场意外杀死自己想要杀的人，两人一拍即合便付诸行动。却不想在日后的行动中，张辉通过李琳的日记得知魏峰竟然是李琳自己所饰，而其要他杀死的人竟然就是张辉自己，疑惑重重的张辉展开了一段惊悚悬疑的寻秘之路。,宋晓兵,,"邰靖懿,宋晓兵,刘婠,陈金州"
,猎魔女战士,,简介：这是一个黑暗动乱的时代，凤凰是这个时代最后的猎魔人，以猎杀城市中的邪灵妖魔为己任。在漫长的猎魔旅途中，结识了若梦，哈雷，静美三个好姐妹，组成了女神联盟，清扫城市中的污秽。彼时的城市中出现了吸血魔，野狼会的仇凌风被血魔所咬后为凤凰所救，一番探寻后猎魔者们得知，血魔的出现和蛊毒有关。为了寻找蛊毒的破解方法，猎魔者们前往广西拜访巫祝—巫马桑……,金炎磊,,"娄彦艳,胡凯莉,杨开心"
,一路奔放,,简介：金文佳是个心理医生，与病人聊完之后经常被揍，这让他有些怀疑人生。为了改变人生，他向女友小玉求婚，然而小玉却告诉金文佳，她马上要跟他的爸爸结婚，双重打击之下，金文佳与三流导演李寻欢，健身教练宋毅展开了一段啼笑皆非的旅途。,金毅,,"蒋德亮,邹建文,段冉"
,丐帮传奇,,简介：哪里都有江湖，现代都市里面隐藏着一些传承大帮派，丐帮就是其中之一。然而5年前帮主神秘失踪，令丐帮的八长老李霸叛出丐帮，软禁了唯一知道帮主线索的帮主女儿若梦，在各大地区立起了分堂，制造假药，大长老莫劲劝说李霸重回丐帮不要再做伤天害理之事未果，和李霸打成两败俱伤，莫劲是丐帮的顶梁柱，他受伤的消息被李霸故意放到江湖上，江湖上其他的古老帮派也开始蠢蠢欲动，丐帮面临帮主失踪后的最大危机。,陈蟒,,"阮晓伟,曾少凯,马源,李根,张晓丽"
,鬼上身,,简介：方晴、王小涵、李彤、朱丽四个是大学同学，几个人平时形影不离情同姐妹，大学毕业以后，几个人决定留在北京找工作，在朋友那里租到了一个便宜的古 宅，几个人住到院子里后，发现还有另外一个房客在这里，一个相貌英俊，但性格怪异的男生，后来，几个人越来越觉得不对劲，她们发现整个院子都阴森森的，而且一连串的怪事开始发生。,刘定,,"耿博文,梁平,陈敬德,谢依琳,范子琦"
,特工管家,,简介：本片阐述了一位与妹妹失联多年的哥哥，为了保护身在娱乐圈中的妹妹，悄悄来到妹妹身边，与多年不见的妹妹发生了很多囧的事情，但为了保护妹妹不幸惨遭王总的迫害。最终将王总绳之以法的感人故事。,王昆,,"刘静怡,张建海,耿立煊,舒杨兰"
,丧尸之母,,简介：2105年的世界已经被丧尸占领并统治，人类文明临近灭绝的边缘，残破的城市、荒芜的街道、沙化的田野，人类的家园已不复存在。而丧尸王国的统治者——丧尸大帝也面临着自身的进化问题，为了能够永久统治这颗由蓝色变为灰色的星球，它派出了最为信任的混血王子，搭乘时空穿梭机来到了当今世界，寻找被它们尊称为“丧尸之母”的丧尸病毒发明者——李师师。同时，残存的人类不能眼睁睁地看着整个世界坠入万劫不复的深渊，他们组织起了一支以延续人类文明、夺回人类家园为最终使命的反抗军。当反抗军的统帅得知了丧尸大帝的计划后，派出了反抗军中作战能力最强的人类女战士潜入丧尸阵营，并与混血王子一同回到了当今世界，力图在丧尸病毒被发明出来之前彻底解决“丧尸之母”！然后，所有的一切都和预期的计划背道而驰，李师师、混血王子和女战士之间产生了各种意想不到的纠葛、信任、背叛和杀戮。,张瀚文,,"孟昱彤,邵路雅,葛铮"
,午夜惊魂2,,简介：本片由《僵尸》《搭错车》《出轨的妻子》《女鬼复仇》四个故事组成，结构灵感来源于泰国恐怖片（《死神的十字路口》等），内容包含了惊悚，动作和犯罪元素，表达了一些关于人性的东西。,陈华,,"罗佩,叶萌,周鹏,王凯,涂玉芳"
