playcounts,name,fav,introduce,director,step,actor
,花火,,简介：影片主要讲述中国单身大叔与韩国流浪小萝莉之间疯狂的爱情故事。  拥有医生和摄影发烧友双重身份的中国大叔李默然，在一次街拍中偶遇来自韩国的18岁女孩柳熙恩。由于同是韩国女生，让他想起了18年前自己的大学恋人，来自韩国的交流生金惠妍。当两个人的爱情结出禁果后，金惠妍被迫离开了他，并为她生下了一个女儿，之后再也没有联系上，李默然为此内心愧疚，至今单身未婚。在这次偶遇中，李默然和柳熙恩产生了爱的火花，柳熙恩为此跳湖轻生，就在李默然把她救上来披上外套时，发现柳熙恩拥有一张和他一样的金惠妍的照片，并说是她妈妈。这让李默然误以为柳熙恩是自己的亲生女儿，李默然开始忏悔自己、远离柳熙恩。两个人又该怎样面对这个现实…,宣扬,,"郑晓敏,段冉"
,欲望电梯2孟婆遗梦,,简介：阿伦和马克在无穷无尽的轮回之中，忍受着死亡的折磨。没有记忆的死亡不可怕，可当你醒来却清楚的记得自己是怎么死的，这才是最恐怖的事。为了摆脱这宿命，逃出轮回之所。阿伦，马克来到了地狱使者孟婆所创造的轮回空间，他们能够逃出轮回，回到现实吗？,朱苏,,"苏德伦,童一慧,段冉,徐浩然"
,挑战少林功夫,,简介：一位日本身世显赫的家族继承人吉冈，自幼爱好格斗，从小跟爷爷学习日本武术。在他出师那天，他决定挑战全世界的格斗高手。先后与拳击，泰拳，自由搏击进行了比赛，但都被他一一打败。吉冈自认为日本武术是世界上最厉害的武术。他爷爷告诉他，真正最厉害的格斗高手藏在中国。吉田讲述了他曾经在二战时期被一个高手轻易打败的过程，吉冈听后，激起了他的好胜欲望，他决定找到那个高人，见识一下最厉害的中国武术。,侯晓明,,"侯晓明,周鹏"
,半条命3特种兵之战,,简介：毕龙身为李悠悠的保镖为了调查一直以来想要刺杀李悠悠的罪魁祸首，按照李悠悠的孪生妹妹杀手李刀锋临走时所留下的线索来到了一家情趣酒店，却发现了李刀锋的尸体，并被警察误认为是杀手进行追捕，毕龙知道是圈套只好摆脱警察逃走。,朱江,,"楚镇,郭云飞,靳美玲"
,僵尸先生后传,,简介：《僵尸先生后传》是一部类似林正英民国风格的喜剧动作电影，影片讲述了拥有中国心的古诚，为了不让革命者的名单落入敌人之手，四处躲避着斧头帮的追杀，可是无意中却引出古尸现世。古诚逃至一个古老的小山村，机缘结识了道长及徒弟阿文、阿武还有农家小姐林云秀，而后他们之间发生了一系列的搞笑感情整蛊争斗。之后斧头帮黑疤追寻古诚而来却被古尸抓伤成为了僵尸，在国家大义面前道长与阿文阿武的决定帮助古诚对付僵尸，革命者名单终得以保存,惠祥意,,"姚 锐,陈恩港,田原璐,善为群,张光辉"
,鬼屋惊魂,,简介：韩杰为了能尽快和新女友陆妍琪共度春宵，以便再换新欢，特意用钱财买通陆妍琪的闺蜜（琳梵）。琳梵策划了一场招鬼游戏，想要吓唬胆小的陆妍琪，从而迫使陆妍琪不敢一个人回宿舍睡觉，让韩杰有机会和陆妍琪去宾馆开房。这天晚上，在陆妍琪闺蜜（小雪）生日宴后，大家来到了荒山空别墅，陆妍琪的前男友（顾远航）也一同到来（因为参加了小雪的生日）。招鬼游戏开始，另琳梵没想到的是，真的把厉鬼招进了别墅。七个人被鬼困在别墅，一方面游戏参与者陆续被厉鬼杀死，大家必须想尽办法逃生，一方面厉鬼不断变化，每一次大家的计划都被打破。最后只剩下陆妍琪、小雪、顾远航三人，眼看驱鬼的红蜡烛就要燃烧殆尽，等待他们的将是•••,"崔喆,海瓶鱼",,"刘轩豪,曹蕾,李政霖,刘雨萱"
,僵尸也疯狂,,简介：民国初年，在一座偏僻的小山村，半夜有一伙人正在打牌，打的正酣时，牌友中的马老板因兴奋过度猝死，几人只好将马老板草草安葬。守灵之夜，几人又在打牌，而就在此时。。。,房映华,,"房映华,胡凯莉"
,东莞女孩,,简介：广西女孩到东莞打工，为了多挣钱给外婆盖房子，她在工作之余为美术学院的学生当人体模特，但这个做法却引起她亲友的误会，认为她在东莞做见不得人的事情，与她发生了激烈的冲突。但她坚持自己的生活选择，最终成为企业的优秀员工，美术学院也授予她精神文明奖。亲友们解除了对她的误会，她也在事业的追求中找到了爱情，还找到了一去不复返的生身父亲，演绎了一曲感人的情感故事。,"方义华,董振业",,解惠清
,抠钱家族,,简介：该片讲述的是一个富家女，因为厌倦做富二代的生活，而逃离了原来的生活圈。完全凭借自己的能力在北京打拼，在外人看来奢华的物质和享受，其实都是靠自己吝啬抠门抠出来的，并从《时尚经济学》的角度分享“抠门”之精华所在。故事通过富家女的的生活方式贯穿出四个不同身份、不同家庭环境、不同性格的人，在现实的社会当中的感情归属，对生活的选择，以及在不断成长中所发生的改变。《抠钱家族》突破了传统偶像剧对富二代的诠释，从经济学的角度，为白领打开辟了一条低成本享受了高品质生活的“抠门”之路，绝对让倾囊大半月工资败大牌的你尖叫不已。爱情在本剧中又以另一条主线阐述了现实社会的浮躁，虚荣，利益金钱与人性的纠葛，极具看点，不容错过。,王少雄,,刘欢欢
,精武门之逆天行者,,简介：《刘星赵辰大海兄弟三人是生活在社会底层的混混，他们一直想开个开武馆，于是他们去找当地的老大“龙哥”帮忙，结果被龙哥陷害打了一场恶战，刘星被判入狱三两年。转眼两年后，赵辰大海想在大哥出狱前将武馆开起来，再次找龙哥，谁知竟被卷入了韩国黑帮组织“麒麟帮”与龙哥的文物交易之中。兄弟三人因此成了韩国黑帮组织寻找和惩治的对象，一场场韩国黑帮和中国混混的战斗开始了！,孙逊,,"陶建来,程志远,明俊臣,尹泽强"
,东北往事之痞子训练营,,简介：总受欺负的技校转校生赵德柱、嘿豆和贾男费尽心机想打败霸凌学校的小霸王孟龙却屡次失败。无意间看到邻居黄大爷暴打技校联盟老大青皮蟹及其小弟，才知道黄大爷是曾经靠着一颗铁头打遍江湖的祖师爷级老混混黄铁头，他们想拜黄铁头门下学习铁头功却被黄铁头拒绝。但匡扶正义的大侠梦没有被丢下，一次偶然的机会，一个以筑造年轻人的大侠梦为宣传卖点的培训机构“侠客行”出现在几个人的视野中。他们义无反顾的加入其中，但在培训的过程中他们逐渐发现了这个机构竟然是培养黑社会后备力量的窝点，而负责人蓝教头正是当年设计陷害黄铁头的罪魁祸首。在几人欲离开之际，蓝教头抛出橄榄枝，愿意帮助他们铲除校霸孟龙，并扶持赵德柱成为学校老大。以“在班帮班、在校帮校”为座右铭的赵德柱没有经得起诱惑，最终抛下了道义选择与蓝教头合作，但他并不知道，一场真正的阴谋才刚刚开始....,刘亚瑟,,"MC天佑,王小源,李奔,刘一手,白小白,阿震,瑞哥"
,杀手的档期,,简介：该剧讲述了一个女杀手突然失踪后在黑帮掀起一段轩然大波的故事。女杀手携带巨款悄然隐退，黑帮展开全面追捕，当找到这名杀手，发现她竟然与一个貌不惊人的穷屌丝结婚了。这名杀手之所以这样做，是因为她查出自己身患绝症，只能活半年了，所以想在生命的最后时期过一下普通人的生活。,赵建波,,"珊妹,刘伟超"
,隐爱,,简介：在男主角武天祥的世界里，只有两个最重要的人。一个是自己的亲弟弟武天睿，另一个是自己唯一心动过的女人上官雪儿。然而，武天祥对弟弟的爱，却把弟弟给宠废了。而武天祥对上官雪儿的爱，也换来了彻底的背叛。几年后，武天祥帮助弟弟去追一个女孩，谁知这女孩却正是失踪多年的上官雪儿。武天祥害怕上官雪儿像当年伤害自己一样，再来伤害自己的弟弟，便假意与上官雪儿重修旧好。殊不知，一次更大的危机，正在悄悄酝酿。一个如幽灵般诡异的身影，时刻潜伏在武天祥身边，像是索命游魂，用一双眼睛死死盯着武天祥。面对着积攒了数年的恨，和不曾淡忘的爱，武天祥究竟该怎样和上官雪儿相处……,褚会林,,"刘前程,王维琳"
,恶棍英雄,,简介：京城的顽主小北京，讲究义气、好管闲事，经常帮助邻里解决诈骗及琐碎事宜，手底下带着自己 的亲戚大强和崇拜者小艾，游晃在京城的各个胡同。无意间得到了贩毒集团的账本证据，而被冯四爷及韩三疯狂纠缠。小北京的爱人警花薛燕被一直喜欢他的薇薇出 卖遭到韩三绑架。拿着账本带着兄弟，小北京抱着必死的决心誓要救出薛燕...,小冯导,,"孙昊,张芷榕,艾菱措,钟紫心,韩锐"
,夺命街头,,简介：实际发生的故事是主角看到小偷对一女孩行窃，上前劝阻，结果被三人失手打死。故事的主体是主角的濒死体验，也就是主角临死前的幻想或者说是梦境，这种心理状态十分常见，比如无聊时对未来美好的设想，睡觉时做的美梦。主角之所以会产生这种梦境，是对自己内心的安慰，说白了就是死前爽一把，才能安心闭眼。,徐俊,,"白那日苏,方帅,沈璐,李雨诺"
,谁杀了潘巾莲2,,简介：三年前，秦公子因一桩离奇凶案眼睛失明，得到郓哥的解救后，后与郓哥摆摊算卦为生，潜伏于表面平静的清河县。三年后，清河县再次发生离奇凶案，疑点重重。高深莫测的秦公子、憨厚愚笨的郓哥、美艳聪明的潘石玉、猥琐自以为事的张安各自收集着案件疑点。郓哥与秦公子这对“神探二人组”在跟踪案情时，笑料百出。县上接二连三的命案，秦公子一层层解开案件背后的秘密。扑朔迷离的案件慢慢变得清晰，但结局却出乎人们意料......,凌学松,,"季子渊,简佳琳,艺芯"
,粉红佳人之致命情人,,简介：于明哲是一个喜欢美女的富二代，有点儿帅，有点儿坏，艾薇是一个脾气超级火爆的职业白领，身材好，脸蛋漂亮。他们俩是恋人，最后却变成了仇人，原因起源于一个赤裸模特的诱惑……,韩骏,,"朱佳希,王宇泽"
,媚狐情,,简介：一只修行了八百年的狐妖为躲避雷击，混入杨府寻找雷击木躲避雷击，在杨府少爷—杨卿羽身边做丫鬟伺候少爷，两人一来二往燃起爱慕之情不能自拔，这一切都被杨卿羽表妹—风铃兰看在眼里，把这些仇恨都记在心里，一日，终于爆发了，杨府陈酿佳酿“花千醉”原本是上贡给皇宫，但不料被查出是假酒，原来这一切都是表妹风铃兰与哥哥搞的鬼，执意要杨卿羽娶风铃兰为妻不然杨府上下都要受牢狱之灾。杨府的命运又何去何从？究竟会有怎么的曲折离奇故事发生。。。。。。即将上演,洪雷,,"方帅,程芳,王良火"
,裸漂辣妹,,简介：《裸漂辣妹》讲述一群在都市的浮华中逐渐迷失的人，为谋求利益自导自演了一场惊天骗局，最终却误打误撞在骗局中完成了各自的心灵救赎。,李正伟,,"张词,刘畅,李大宝,李梦,鲁思运"
,阴阳先生之末代天师,,简介：军阀年间，硝烟四起。秋生、文才、阿龙三人同是九叔的徒弟，九叔仙逝后又逢乱世，三人为谋生计各立门户。而后，镇子一夜变尸城， 三人齐力灭掉金甲干尸， 三人把甘宝和师父留下的茅山道术秘籍藏到隐蔽处后，把尸群引到一栋木楼中，三人点燃了炸药包。,张涛,,"钱小豪,楼南光,彭禺厶"
,八戒归来,,简介：猪八戒取经归来后备受神仙歧视，恰逢蟠桃宴未被邀请，忿忿不平来到南天门，却被杨戬打下天宫。此时观音出现，赐他日光宝盒，让他下凡渡三世情劫，随后发生的许多又搞笑，又感动的故事。,陈辉,,"李红陶,恋珊妮,苏拉文雅,周纪伟"
,偷窥大师之美女日记,,简介：刚踏进社会步入工作的大学毕业生小美，在异乡他市独身一人居住在廉价的出租屋。每早出门都会莫名其妙的收到一张纸条，忽然发现自己经常被对面的一神秘男子偷窥，从惊恐到好奇，从未见过面的偷窥男子和小美产生了感情，就这样一切一如既往的继续着。直到男友从国外回来，偶然发现网上竟然有许多小美在出租屋里的隐私照片，这让小美感到万分的不安，她翻起日记想起了某天夜里回家被黑的士司机强奸的场景，难道黑车司机就是偷窥者，还是他们之间有什么关联。,任德勇,,"茹茹,刘天朋,睿熙,高志刚,任德勇"
